Entropy	Region	Response
8.94	R2	Exclusion
4.41	R3	Exclusion
10.51	R4	Exclusion
11.45	R1	Exclusion
7.92	R2	Exclusion
8.54	R3	Exclusion
11.14	R4	Exclusion
9.25	R1	Stable
6.37	R2	Stable
9.65	R3	Stable
8.26	R4	Stable
5.20	R1	Stable
4.86	R2	Stable
6.45	R3	Stable
9.23	R4	Stable
10.47	R1	Stable
6.57	R2	Stable
9.33	R3	Stable
7.02	R4	Stable
11.08	R1	Exclusion
7.05	R2	Exclusion
4.23	R3	Exclusion
9.51	R4	Exclusion
8.37	R1	Exclusion
7.54	R2	Exclusion
9.30	R3	Exclusion
4.00	R4	Exclusion
7.15	R1	Inclusion
5.18	R2	Inclusion
5.13	R3	Inclusion
8.18	R4	Inclusion
8.54	R1	Stable
9.19	R2	Stable
8.55	R3	Stable
7.65	R4	Stable
8.70	R1	Inclusion
10.07	R2	Inclusion
9.09	R3	Inclusion
10.81	R4	Inclusion
9.43	R1	Exclusion
11.82	R2	Exclusion
6.84	R3	Exclusion
6.71	R4	Exclusion
9.06	R1	Stable
8.47	R2	Stable
8.57	R3	Stable
5.62	R4	Stable
8.46	R1	Exclusion
7.36	R2	Exclusion
3.75	R3	Exclusion
9.16	R4	Exclusion
7.36	R1	Exclusion
6.26	R2	Exclusion
8.73	R3	Exclusion
7.70	R4	Exclusion
5.46	R1	Stable
8.71	R2	Stable
7.44	R3	Stable
8.25	R4	Stable
11.11	R1	Stable
11.88	R2	Stable
7.79	R3	Stable
11.48	R4	Stable
10.07	R1	Exclusion
7.79	R2	Exclusion
7.51	R3	Exclusion
10.50	R4	Exclusion
9.72	R1	Exclusion
8.87	R2	Exclusion
7.51	R3	Exclusion
6.68	R4	Exclusion
10.67	R1	Stable
3.54	R2	Stable
8.68	R3	Stable
10.66	R4	Stable
10.17	R1	Stable
8.14	R2	Stable
8.85	R3	Stable
11.12	R4	Stable
10.08	R1	Exclusion
8.20	R2	Exclusion
9.54	R3	Exclusion
9.37	R4	Exclusion
9.84	R1	Stable
8.28	R2	Stable
11.11	R3	Stable
9.85	R4	Stable
7.31	R1	Exclusion
6.69	R2	Exclusion
9.49	R3	Exclusion
6.97	R4	Exclusion
9.16	R1	Exclusion
10.12	R2	Exclusion
7.40	R3	Exclusion
9.64	R4	Exclusion
8.91	R1	Inclusion
7.96	R2	Inclusion
5.42	R3	Inclusion
12.26	R4	Inclusion
8.16	R1	Exclusion
7.37	R2	Exclusion
9.80	R3	Exclusion
7.78	R4	Exclusion
6.12	R1	Exclusion
6.16	R2	Exclusion
5.68	R3	Exclusion
8.49	R4	Exclusion
8.10	R1	Exclusion
10.75	R2	Exclusion
3.93	R3	Exclusion
11.17	R4	Exclusion
9.22	R1	Exclusion
4.78	R2	Exclusion
10.43	R3	Exclusion
9.42	R4	Exclusion
9.45	R1	Exclusion
6.71	R2	Exclusion
9.88	R3	Exclusion
4.52	R4	Exclusion
7.40	R1	Exclusion
7.89	R2	Exclusion
6.69	R3	Exclusion
11.36	R4	Exclusion
10.91	R1	Exclusion
6.02	R2	Exclusion
8.40	R3	Exclusion
12.79	R4	Exclusion
7.16	R1	Exclusion
6.30	R2	Exclusion
6.41	R3	Exclusion
6.42	R4	Exclusion
7.53	R1	Inclusion
3.31	R2	Inclusion
9.27	R3	Inclusion
8.01	R4	Inclusion
10.57	R1	Exclusion
6.41	R2	Exclusion
10.22	R3	Exclusion
10.42	R4	Exclusion
6.99	R1	Inclusion
5.29	R2	Inclusion
5.61	R3	Inclusion
10.34	R4	Inclusion
9.48	R1	Inclusion
8.42	R2	Inclusion
2.74	R3	Inclusion
10.35	R4	Inclusion
8.91	R1	Exclusion
7.91	R2	Exclusion
5.61	R3	Exclusion
6.97	R4	Exclusion
3.82	R1	Inclusion
-4.22	R2	Inclusion
9.06	R3	Inclusion
9.28	R4	Inclusion
9.13	R1	Exclusion
6.63	R2	Exclusion
5.50	R3	Exclusion
10.03	R4	Exclusion
10.57	R1	Exclusion
6.27	R2	Exclusion
8.56	R3	Exclusion
5.97	R4	Exclusion
10.10	R1	Stable
9.58	R2	Stable
10.77	R3	Stable
8.94	R4	Stable
10.24	R1	Exclusion
4.90	R2	Exclusion
8.31	R3	Exclusion
10.15	R4	Exclusion
9.49	R1	Exclusion
8.86	R2	Exclusion
8.56	R3	Exclusion
11.79	R4	Exclusion
8.17	R1	Exclusion
7.46	R2	Exclusion
7.23	R3	Exclusion
9.94	R4	Exclusion
5.54	R1	Stable
7.19	R2	Stable
7.66	R3	Stable
12.56	R4	Stable
9.07	R1	Exclusion
9.82	R2	Exclusion
8.34	R3	Exclusion
11.98	R4	Exclusion
10.47	R1	Inclusion
7.12	R2	Inclusion
8.92	R3	Inclusion
11.84	R4	Inclusion
8.40	R1	Stable
12.72	R2	Stable
9.24	R3	Stable
11.83	R4	Stable
5.91	R1	Inclusion
11.81	R2	Inclusion
8.68	R3	Inclusion
11.63	R4	Inclusion
9.45	R1	Inclusion
-2.54	R2	Inclusion
9.16	R3	Inclusion
6.77	R4	Inclusion
11.81	R1	Exclusion
9.45	R2	Exclusion
10.47	R3	Exclusion
9.32	R4	Exclusion
10.17	R1	Exclusion
6.35	R2	Exclusion
8.68	R3	Exclusion
6.65	R4	Exclusion
10.28	R1	Stable
7.13	R2	Stable
3.33	R3	Stable
10.22	R4	Stable
4.08	R1	Inclusion
8.96	R2	Inclusion
7.07	R3	Inclusion
5.61	R4	Inclusion
10.51	R1	Stable
6.36	R2	Stable
9.16	R3	Stable
8.18	R4	Stable
6.25	R1	Inclusion
13.78	R2	Inclusion
4.32	R3	Inclusion
9.33	R4	Inclusion
10.05	R1	Inclusion
7.56	R2	Inclusion
8.92	R3	Inclusion
9.17	R4	Inclusion
4.30	R1	Exclusion
6.64	R2	Exclusion
8.68	R3	Exclusion
11.59	R4	Exclusion
9.11	R1	Exclusion
8.88	R2	Exclusion
9.63	R3	Exclusion
10.70	R4	Exclusion
11.45	R1	Exclusion
8.93	R2	Exclusion
6.01	R3	Exclusion
10.08	R4	Exclusion
9.35	R1	Stable
6.81	R2	Stable
6.03	R3	Stable
0.64	R4	Stable
8.55	R1	Exclusion
7.14	R2	Exclusion
6.14	R3	Exclusion
8.42	R4	Exclusion
8.68	R1	Inclusion
8.78	R2	Inclusion
8.92	R3	Inclusion
7.09	R4	Inclusion
8.49	R1	Exclusion
-4.64	R2	Exclusion
10.86	R3	Exclusion
3.01	R4	Exclusion
7.66	R1	Stable
0.81	R2	Stable
4.70	R3	Stable
11.23	R4	Stable
8.56	R1	Inclusion
4.68	R2	Inclusion
9.11	R3	Inclusion
7.43	R4	Inclusion
8.38	R1	Exclusion
6.85	R2	Exclusion
7.80	R3	Exclusion
13.04	R4	Exclusion
10.49	R1	Stable
4.74	R2	Stable
4.28	R3	Stable
6.36	R4	Stable
8.14	R1	Exclusion
11.96	R2	Exclusion
8.59	R3	Exclusion
6.85	R4	Exclusion
9.85	R1	Stable
7.73	R2	Stable
10.28	R3	Stable
11.42	R4	Stable
3.85	R1	Exclusion
8.68	R2	Exclusion
9.04	R3	Exclusion
6.51	R4	Exclusion
9.60	R1	Stable
9.83	R2	Stable
5.56	R3	Stable
6.56	R4	Stable
9.04	R1	Stable
3.55	R2	Stable
6.59	R3	Stable
-1.37	R4	Stable
9.20	R1	Exclusion
6.41	R2	Exclusion
-21.71	R3	Exclusion
7.16	R4	Exclusion
9.45	R1	Stable
9.99	R2	Stable
7.13	R3	Stable
9.51	R4	Stable
8.70	R1	Exclusion
9.13	R2	Exclusion
10.16	R3	Exclusion
9.78	R4	Exclusion
10.10	R1	Exclusion
9.44	R2	Exclusion
8.34	R3	Exclusion
9.58	R4	Exclusion
9.72	R1	Exclusion
7.81	R2	Exclusion
9.81	R3	Exclusion
8.54	R4	Exclusion
9.65	R1	Exclusion
3.83	R2	Exclusion
8.08	R3	Exclusion
3.30	R4	Exclusion
9.54	R1	Exclusion
10.15	R2	Exclusion
7.68	R3	Exclusion
12.67	R4	Exclusion
8.41	R1	Exclusion
7.56	R2	Exclusion
8.34	R3	Exclusion
10.42	R4	Exclusion
7.31	R1	Inclusion
5.22	R2	Inclusion
6.38	R3	Inclusion
9.85	R4	Inclusion
10.24	R1	Exclusion
4.90	R2	Exclusion
8.31	R3	Exclusion
12.08	R4	Exclusion
8.30	R1	Exclusion
10.54	R2	Exclusion
3.38	R3	Exclusion
7.40	R4	Exclusion
6.32	R1	Exclusion
13.50	R2	Exclusion
10.07	R3	Exclusion
4.93	R4	Exclusion
10.10	R1	Inclusion
8.13	R2	Inclusion
3.43	R3	Inclusion
10.26	R4	Inclusion
8.56	R1	Inclusion
11.16	R2	Inclusion
6.38	R3	Inclusion
5.77	R4	Inclusion
9.48	R1	Inclusion
3.70	R2	Inclusion
7.56	R3	Inclusion
11.12	R4	Inclusion
10.90	R1	Stable
6.25	R2	Stable
9.45	R3	Stable
7.51	R4	Stable
8.31	R1	Stable
12.23	R2	Stable
10.13	R3	Stable
10.81	R4	Stable
9.49	R1	Exclusion
5.55	R2	Exclusion
4.58	R3	Exclusion
6.60	R4	Exclusion
10.27	R1	Exclusion
6.40	R2	Exclusion
7.40	R3	Exclusion
7.17	R4	Exclusion
10.65	R1	Exclusion
11.53	R2	Exclusion
6.69	R3	Exclusion
7.06	R4	Exclusion
10.16	R1	Exclusion
8.27	R2	Exclusion
6.86	R3	Exclusion
8.95	R4	Exclusion
10.44	R1	Inclusion
6.69	R2	Inclusion
3.56	R3	Inclusion
9.62	R4	Inclusion
9.65	R1	Stable
9.10	R2	Stable
7.76	R3	Stable
6.25	R4	Stable
7.88	R1	Exclusion
12.76	R2	Exclusion
6.64	R3	Exclusion
8.91	R4	Exclusion
10.06	R1	Exclusion
6.16	R2	Exclusion
7.82	R3	Exclusion
11.04	R4	Exclusion
5.24	R1	Stable
10.41	R2	Stable
9.45	R3	Stable
7.87	R4	Stable
9.79	R1	Exclusion
8.67	R2	Exclusion
9.35	R3	Exclusion
6.26	R4	Exclusion
9.14	R1	Exclusion
5.63	R2	Exclusion
9.46	R3	Exclusion
8.03	R4	Exclusion
6.91	R1	Inclusion
5.62	R2	Inclusion
8.88	R3	Inclusion
7.96	R4	Inclusion
10.65	R1	Stable
9.78	R2	Stable
9.01	R3	Stable
10.01	R4	Stable
10.67	R1	Exclusion
7.51	R2	Exclusion
3.61	R3	Exclusion
8.87	R4	Exclusion
8.70	R1	Stable
11.06	R2	Stable
7.64	R3	Stable
9.27	R4	Stable
10.57	R1	Exclusion
8.40	R2	Exclusion
5.91	R3	Exclusion
5.72	R4	Exclusion
7.13	R1	Inclusion
6.27	R2	Inclusion
7.81	R3	Inclusion
7.89	R4	Inclusion
4.07	R1	Inclusion
9.73	R2	Inclusion
5.39	R3	Inclusion
9.36	R4	Inclusion
7.93	R1	Exclusion
11.63	R2	Exclusion
7.51	R3	Exclusion
5.61	R4	Exclusion
11.01	R1	Exclusion
6.02	R2	Exclusion
8.40	R3	Exclusion
12.79	R4	Exclusion
7.76	R1	Stable
9.82	R2	Stable
9.60	R3	Stable
10.10	R4	Stable
10.10	R1	Exclusion
7.13	R2	Exclusion
11.08	R3	Exclusion
8.80	R4	Exclusion
9.24	R1	Exclusion
8.94	R2	Exclusion
7.43	R3	Exclusion
10.10	R4	Exclusion
9.40	R1	Stable
4.95	R2	Stable
6.95	R3	Stable
3.77	R4	Stable
10.75	R1	Stable
9.67	R2	Stable
10.07	R3	Stable
11.91	R4	Stable
10.57	R1	Exclusion
12.19	R2	Exclusion
8.78	R3	Exclusion
8.56	R4	Exclusion
7.88	R1	Exclusion
6.91	R2	Exclusion
8.70	R3	Exclusion
9.54	R4	Exclusion
11.45	R1	Stable
5.87	R2	Stable
8.76	R3	Stable
10.70	R4	Stable
8.07	R1	Exclusion
6.92	R2	Exclusion
10.36	R3	Exclusion
9.12	R4	Exclusion
8.37	R1	Inclusion
10.51	R2	Inclusion
0.66	R3	Inclusion
11.83	R4	Inclusion
10.86	R1	Stable
9.81	R2	Stable
6.75	R3	Stable
9.98	R4	Stable
11.00	R1	Stable
8.87	R2	Stable
8.68	R3	Stable
7.29	R4	Stable
8.55	R1	Stable
6.87	R2	Stable
8.85	R3	Stable
9.05	R4	Stable
9.46	R1	Exclusion
3.98	R2	Exclusion
4.07	R3	Exclusion
6.86	R4	Exclusion
8.73	R1	Stable
6.36	R2	Stable
5.35	R3	Stable
12.10	R4	Stable
10.47	R1	Exclusion
6.58	R2	Exclusion
8.98	R3	Exclusion
12.53	R4	Exclusion
6.91	R1	Exclusion
6.09	R2	Exclusion
9.82	R3	Exclusion
9.86	R4	Exclusion
9.11	R1	Exclusion
4.19	R2	Exclusion
2.05	R3	Exclusion
9.83	R4	Exclusion
7.15	R1	Exclusion
8.09	R2	Exclusion
2.78	R3	Exclusion
7.78	R4	Exclusion
5.56	R1	Exclusion
9.24	R2	Exclusion
7.39	R3	Exclusion
7.64	R4	Exclusion
8.76	R1	Stable
7.47	R2	Stable
6.30	R3	Stable
7.72	R4	Stable
10.51	R1	Stable
-0.09	R2	Stable
10.45	R3	Stable
5.81	R4	Stable
5.39	R1	Exclusion
9.74	R2	Exclusion
7.94	R3	Exclusion
7.61	R4	Exclusion
8.73	R1	Exclusion
11.92	R2	Exclusion
10.16	R3	Exclusion
7.94	R4	Exclusion
9.79	R1	Inclusion
9.52	R2	Inclusion
8.88	R3	Inclusion
6.24	R4	Inclusion
9.24	R1	Exclusion
7.37	R2	Exclusion
8.88	R3	Exclusion
8.92	R4	Exclusion
5.71	R1	Stable
8.96	R2	Stable
5.53	R3	Stable
9.10	R4	Stable
8.73	R1	Stable
11.02	R2	Stable
9.60	R3	Stable
13.74	R4	Stable
9.66	R1	Stable
10.49	R2	Stable
5.83	R3	Stable
1.72	R4	Stable
6.31	R1	Exclusion
13.91	R2	Exclusion
11.08	R3	Exclusion
11.73	R4	Exclusion
6.60	R1	Exclusion
10.16	R2	Exclusion
7.90	R3	Exclusion
6.95	R4	Exclusion
8.55	R1	Exclusion
6.28	R2	Exclusion
9.82	R3	Exclusion
8.93	R4	Exclusion
7.77	R1	Exclusion
9.65	R2	Exclusion
2.99	R3	Exclusion
7.87	R4	Exclusion
6.92	R1	Inclusion
10.60	R2	Inclusion
9.60	R3	Inclusion
7.69	R4	Inclusion
4.90	R1	Stable
7.47	R2	Stable
2.31	R3	Stable
10.24	R4	Stable
11.00	R1	Inclusion
5.59	R2	Inclusion
4.29	R3	Inclusion
13.02	R4	Inclusion
5.59	R1	Stable
10.73	R2	Stable
9.16	R3	Stable
7.34	R4	Stable
10.07	R1	Stable
5.67	R2	Stable
7.05	R3	Stable
5.41	R4	Stable
11.08	R1	Stable
9.63	R2	Stable
8.02	R3	Stable
9.66	R4	Stable
4.90	R1	Stable
3.70	R2	Stable
9.65	R3	Stable
6.38	R4	Stable
7.22	R1	Stable
12.22	R2	Stable
5.76	R3	Stable
7.92	R4	Stable
5.66	R1	Exclusion
11.14	R2	Exclusion
6.32	R3	Exclusion
10.88	R4	Exclusion
5.56	R1	Exclusion
11.48	R2	Exclusion
7.15	R3	Exclusion
7.23	R4	Exclusion
10.45	R1	Inclusion
-0.86	R2	Inclusion
4.09	R3	Inclusion
7.13	R4	Inclusion
10.91	R1	Inclusion
8.57	R2	Inclusion
1.76	R3	Inclusion
8.08	R4	Inclusion
8.62	R1	Inclusion
6.66	R2	Inclusion
10.08	R3	Inclusion
9.75	R4	Inclusion
10.22	R1	Inclusion
9.29	R2	Inclusion
10.08	R3	Inclusion
2.73	R4	Inclusion
8.49	R1	Exclusion
6.16	R2	Exclusion
9.80	R3	Exclusion
9.42	R4	Exclusion
10.75	R1	Exclusion
3.84	R2	Exclusion
3.16	R3	Exclusion
12.20	R4	Exclusion
8.41	R1	Exclusion
12.35	R2	Exclusion
8.40	R3	Exclusion
9.99	R4	Exclusion
8.73	R1	Stable
7.16	R2	Stable
8.01	R3	Stable
12.18	R4	Stable
8.83	R1	Exclusion
10.97	R2	Exclusion
8.95	R3	Exclusion
1.39	R4	Exclusion
11.08	R1	Inclusion
9.82	R2	Inclusion
6.23	R3	Inclusion
6.42	R4	Inclusion
7.93	R1	Exclusion
6.26	R2	Exclusion
8.56	R3	Exclusion
4.77	R4	Exclusion
9.45	R1	Exclusion
4.03	R2	Exclusion
2.93	R3	Exclusion
7.23	R4	Exclusion
10.51	R1	Exclusion
11.14	R2	Exclusion
9.65	R3	Exclusion
9.69	R4	Exclusion
10.28	R1	Exclusion
10.03	R2	Exclusion
7.07	R3	Exclusion
8.81	R4	Exclusion
9.79	R1	Inclusion
6.06	R2	Inclusion
3.24	R3	Inclusion
8.85	R4	Inclusion
5.56	R1	Exclusion
9.52	R2	Exclusion
10.47	R3	Exclusion
10.60	R4	Exclusion
9.60	R1	Exclusion
3.86	R2	Exclusion
8.34	R3	Exclusion
9.51	R4	Exclusion
9.85	R1	Exclusion
8.30	R2	Exclusion
6.16	R3	Exclusion
9.78	R4	Exclusion
7.76	R1	Exclusion
11.35	R2	Exclusion
7.39	R3	Exclusion
9.49	R4	Exclusion
10.10	R1	Exclusion
4.07	R2	Exclusion
10.36	R3	Exclusion
7.28	R4	Exclusion
8.37	R1	Exclusion
5.31	R2	Exclusion
8.93	R3	Exclusion
9.21	R4	Exclusion
8.05	R1	Exclusion
5.17	R2	Exclusion
8.88	R3	Exclusion
11.97	R4	Exclusion
10.03	R1	Stable
13.06	R2	Stable
3.85	R3	Stable
10.81	R4	Stable
8.55	R1	Inclusion
5.20	R2	Inclusion
10.57	R3	Inclusion
10.74	R4	Inclusion
6.15	R1	Exclusion
10.85	R2	Exclusion
8.59	R3	Exclusion
7.07	R4	Exclusion
8.08	R1	Exclusion
8.78	R2	Exclusion
8.85	R3	Exclusion
6.98	R4	Exclusion
9.06	R1	Exclusion
3.98	R2	Exclusion
4.07	R3	Exclusion
6.86	R4	Exclusion
10.57	R1	Stable
5.25	R2	Stable
10.29	R3	Stable
13.02	R4	Stable
7.44	R1	Inclusion
9.72	R2	Inclusion
8.49	R3	Inclusion
10.31	R4	Inclusion
8.17	R1	Exclusion
7.46	R2	Exclusion
4.87	R3	Exclusion
9.94	R4	Exclusion
7.33	R1	Stable
8.91	R2	Stable
10.65	R3	Stable
13.37	R4	Stable
8.54	R1	Exclusion
8.49	R2	Exclusion
10.24	R3	Exclusion
10.33	R4	Exclusion
10.65	R1	Stable
7.48	R2	Stable
8.55	R3	Stable
7.74	R4	Stable
9.88	R1	Inclusion
6.38	R2	Inclusion
1.92	R3	Inclusion
12.25	R4	Inclusion
8.92	R1	Exclusion
3.61	R2	Exclusion
8.40	R3	Exclusion
5.45	R4	Exclusion
9.43	R1	Exclusion
9.63	R2	Exclusion
7.52	R3	Exclusion
8.71	R4	Exclusion
6.83	R1	Stable
5.38	R2	Stable
-9.90	R3	Stable
10.39	R4	Stable
8.15	R1	Exclusion
9.97	R2	Exclusion
6.53	R3	Exclusion
9.43	R4	Exclusion
10.47	R1	Inclusion
8.33	R2	Inclusion
4.82	R3	Inclusion
8.30	R4	Inclusion
7.00	R1	Stable
3.89	R2	Stable
8.27	R3	Stable
11.33	R4	Stable
7.44	R1	Exclusion
10.03	R2	Exclusion
9.99	R3	Exclusion
7.47	R4	Exclusion
8.49	R1	Exclusion
7.73	R2	Exclusion
11.08	R3	Exclusion
8.16	R4	Exclusion
9.46	R1	Exclusion
10.70	R2	Exclusion
8.41	R3	Exclusion
7.76	R4	Exclusion
8.40	R1	Stable
4.73	R2	Stable
8.68	R3	Stable
9.17	R4	Stable
9.46	R1	Exclusion
9.23	R2	Exclusion
6.46	R3	Exclusion
5.10	R4	Exclusion
7.96	R1	Stable
7.30	R2	Stable
7.27	R3	Stable
12.06	R4	Stable
6.62	R1	Exclusion
9.38	R2	Exclusion
8.82	R3	Exclusion
12.74	R4	Exclusion
7.94	R1	Exclusion
12.50	R2	Exclusion
9.11	R3	Exclusion
9.29	R4	Exclusion
9.22	R1	Exclusion
8.80	R2	Exclusion
7.94	R3	Exclusion
11.32	R4	Exclusion
10.24	R1	Stable
8.49	R2	Stable
9.80	R3	Stable
11.45	R4	Stable
8.73	R1	Inclusion
5.80	R2	Inclusion
5.20	R3	Inclusion
11.26	R4	Inclusion
7.21	R1	Stable
11.61	R2	Stable
9.46	R3	Stable
11.55	R4	Stable
10.13	R1	Exclusion
11.58	R2	Exclusion
9.79	R3	Exclusion
8.09	R4	Exclusion
7.64	R1	Exclusion
9.92	R2	Exclusion
8.40	R3	Exclusion
10.18	R4	Exclusion
10.24	R1	Stable
10.12	R2	Stable
3.97	R3	Stable
11.42	R4	Stable
9.20	R1	Exclusion
6.41	R2	Exclusion
2.07	R3	Exclusion
7.16	R4	Exclusion
4.41	R1	Exclusion
6.16	R2	Exclusion
2.13	R3	Exclusion
11.19	R4	Exclusion
8.95	R1	Exclusion
6.48	R2	Exclusion
3.56	R3	Exclusion
8.39	R4	Exclusion
9.65	R1	Stable
5.51	R2	Stable
8.17	R3	Stable
7.59	R4	Stable
8.17	R1	Stable
-22.05	R2	Stable
10.51	R3	Stable
9.86	R4	Stable
8.35	R1	Exclusion
13.40	R2	Exclusion
8.73	R3	Exclusion
9.77	R4	Exclusion
9.30	R1	Exclusion
11.14	R2	Exclusion
6.27	R3	Exclusion
8.08	R4	Exclusion
10.36	R1	Stable
9.54	R2	Stable
5.88	R3	Stable
9.69	R4	Stable
6.87	R1	Stable
4.87	R2	Stable
1.48	R3	Stable
6.92	R4	Stable
8.70	R1	Exclusion
5.57	R2	Exclusion
8.59	R3	Exclusion
5.08	R4	Exclusion
10.24	R1	Stable
7.29	R2	Stable
9.22	R3	Stable
9.40	R4	Stable
10.47	R1	Inclusion
6.33	R2	Inclusion
7.64	R3	Inclusion
10.93	R4	Inclusion
10.74	R1	Exclusion
6.38	R2	Exclusion
8.59	R3	Exclusion
9.78	R4	Exclusion
9.16	R1	Exclusion
4.72	R2	Exclusion
9.04	R3	Exclusion
10.31	R4	Exclusion
9.65	R1	Exclusion
10.04	R2	Exclusion
3.30	R3	Exclusion
9.69	R4	Exclusion
8.55	R1	Exclusion
6.89	R2	Exclusion
7.63	R3	Exclusion
5.05	R4	Exclusion
8.07	R1	Exclusion
8.95	R2	Exclusion
6.71	R3	Exclusion
11.19	R4	Exclusion
8.42	R1	Exclusion
5.81	R2	Exclusion
5.29	R3	Exclusion
4.25	R4	Exclusion
9.88	R1	Stable
10.59	R2	Stable
8.68	R3	Stable
10.54	R4	Stable
6.60	R1	Inclusion
6.45	R2	Inclusion
9.01	R3	Inclusion
12.61	R4	Inclusion
10.88	R1	Exclusion
8.54	R2	Exclusion
8.07	R3	Exclusion
-1.57	R4	Exclusion
8.83	R1	Stable
12.88	R2	Stable
11.78	R3	Stable
10.77	R4	Stable
4.44	R1	Inclusion
9.79	R2	Inclusion
4.16	R3	Inclusion
5.73	R4	Inclusion
10.65	R1	Exclusion
12.11	R2	Exclusion
7.51	R3	Exclusion
8.25	R4	Exclusion
5.88	R1	Stable
9.52	R2	Stable
4.45	R3	Stable
7.71	R4	Stable
9.48	R1	Exclusion
9.37	R2	Exclusion
6.96	R3	Exclusion
11.88	R4	Exclusion
10.28	R1	Stable
9.46	R2	Stable
2.51	R3	Stable
9.67	R4	Stable
4.30	R1	Exclusion
3.74	R2	Exclusion
4.20	R3	Exclusion
8.04	R4	Exclusion
10.06	R1	Inclusion
0.68	R2	Inclusion
5.69	R3	Inclusion
10.32	R4	Inclusion
9.14	R1	Exclusion
9.70	R2	Exclusion
10.24	R3	Exclusion
7.65	R4	Exclusion
8.49	R1	Exclusion
6.38	R2	Exclusion
8.41	R3	Exclusion
7.54	R4	Exclusion
9.16	R1	Stable
6.24	R2	Stable
11.11	R3	Stable
9.84	R4	Stable
9.88	R1	Exclusion
6.34	R2	Exclusion
10.86	R3	Exclusion
11.72	R4	Exclusion
8.38	R1	Exclusion
7.77	R2	Exclusion
4.90	R3	Exclusion
10.86	R4	Exclusion
8.39	R1	Exclusion
10.13	R2	Exclusion
7.81	R3	Exclusion
10.13	R4	Exclusion
9.06	R1	Stable
11.55	R2	Stable
6.52	R3	Stable
9.08	R4	Stable
9.65	R1	Inclusion
9.65	R2	Inclusion
8.88	R3	Inclusion
9.39	R4	Inclusion
7.00	R1	Exclusion
2.81	R2	Exclusion
7.45	R3	Exclusion
11.84	R4	Exclusion
3.22	R1	Stable
10.34	R2	Stable
10.28	R3	Stable
9.78	R4	Stable
7.52	R1	Inclusion
4.07	R2	Inclusion
7.61	R3	Inclusion
10.08	R4	Inclusion
10.86	R1	Exclusion
9.71	R2	Exclusion
7.21	R3	Exclusion
11.20	R4	Exclusion
8.05	R1	Exclusion
5.21	R2	Exclusion
4.46	R3	Exclusion
11.02	R4	Exclusion
10.93	R1	Exclusion
8.92	R2	Exclusion
8.98	R3	Exclusion
8.55	R4	Exclusion
8.37	R1	Stable
6.93	R2	Stable
7.83	R3	Stable
9.38	R4	Stable
7.75	R1	Stable
10.04	R2	Stable
10.28	R3	Stable
9.80	R4	Stable
10.65	R1	Exclusion
7.25	R2	Exclusion
9.35	R3	Exclusion
12.09	R4	Exclusion
8.99	R1	Stable
6.30	R2	Stable
6.99	R3	Stable
6.60	R4	Stable
8.59	R1	Exclusion
10.68	R2	Exclusion
4.08	R3	Exclusion
9.13	R4	Exclusion
8.91	R1	Exclusion
3.10	R2	Exclusion
8.77	R3	Exclusion
9.11	R4	Exclusion
6.05	R1	Stable
8.63	R2	Stable
5.84	R3	Stable
9.25	R4	Stable
9.60	R1	Exclusion
9.87	R2	Exclusion
8.89	R3	Exclusion
8.83	R4	Exclusion
10.07	R1	Exclusion
7.03	R2	Exclusion
9.54	R3	Exclusion
5.60	R4	Exclusion
10.47	R1	Exclusion
9.89	R2	Exclusion
7.94	R3	Exclusion
7.77	R4	Exclusion
10.13	R1	Stable
9.17	R2	Stable
11.08	R3	Stable
3.93	R4	Stable
10.47	R1	Stable
3.16	R2	Stable
7.96	R3	Stable
4.35	R4	Stable
10.44	R1	Exclusion
11.94	R2	Exclusion
4.07	R3	Exclusion
6.97	R4	Exclusion
8.15	R1	Inclusion
5.60	R2	Inclusion
5.88	R3	Inclusion
5.66	R4	Inclusion
5.36	R1	Stable
4.73	R2	Stable
10.67	R3	Stable
6.47	R4	Stable
9.79	R1	Stable
6.14	R2	Stable
6.36	R3	Stable
7.40	R4	Stable
3.82	R1	Inclusion
9.61	R2	Inclusion
9.06	R3	Inclusion
9.28	R4	Inclusion
11.00	R1	Exclusion
5.71	R2	Exclusion
8.56	R3	Exclusion
8.57	R4	Exclusion
8.02	R1	Inclusion
8.72	R2	Inclusion
8.65	R3	Inclusion
4.05	R4	Inclusion
11.00	R1	Inclusion
8.26	R2	Inclusion
7.61	R3	Inclusion
12.30	R4	Inclusion
8.14	R1	Stable
10.84	R2	Stable
8.10	R3	Stable
7.11	R4	Stable
10.51	R1	Stable
3.73	R2	Stable
1.84	R3	Stable
8.38	R4	Stable
6.82	R1	Exclusion
8.12	R2	Exclusion
3.14	R3	Exclusion
7.93	R4	Exclusion
11.01	R1	Inclusion
8.42	R2	Inclusion
8.38	R3	Inclusion
11.36	R4	Inclusion
9.07	R1	Exclusion
9.05	R2	Exclusion
8.62	R3	Exclusion
10.54	R4	Exclusion
9.46	R1	Stable
9.00	R2	Stable
10.47	R3	Stable
9.63	R4	Stable
7.54	R1	Exclusion
6.47	R2	Exclusion
7.93	R3	Exclusion
11.16	R4	Exclusion
10.16	R1	Inclusion
9.66	R2	Inclusion
10.03	R3	Inclusion
12.00	R4	Inclusion
9.09	R1	Exclusion
9.67	R2	Exclusion
9.51	R3	Exclusion
7.78	R4	Exclusion
10.08	R1	Inclusion
10.93	R2	Inclusion
